geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
03131,-23.579099424086817,-46.57999316625307,sao paulo,SP
03106,-23.555352164031387,-46.61326207562472,sao paulo,SP
03191,-23.569905991949913,-46.571764442408664,sao paulo,SP
03167,-23.55664584846209,-46.59530758881068,sao paulo,SP
03161,-23.576825744936226,-46.56330932445609,sao paulo,SP
03166,-23.547913292804015,-46.59421269415424,sao paulo,SP
03143,-23.589675219545228,-46.57772449056494,sao paulo,SP
03124,-23.570654301142557,-46.591010512493476,sao paulo,SP
03161,-23.57538421992027,-46.56491371181092,sao paulo,SP
03127,-23.577815378296492,-46.58962128518662,sao paulo,SP
03172,-23.551163777334185,-46.587225847563836,sao paulo,SP
03112,-23.558151478215684,-46.604412922009345,sao paulo,SP
03143,-23.591029997230038,-46.57069897391652,sao paulo,SP
03186,-23.567283000000003,-46.582119000000006,sao paulo,SP
03144,-23.597119791563273,-46.576223376219005,sao paulo,SP
03106,-23.554827471002326,-46.61624353719199,sao paulo,SP
03167,-23.557238601448404,-46.59034291479599,sao paulo,SP
03193,-23.57563605828381,-46.57801186219633,sao paulo,SP
03127,-23.577815378296492,-46.58962128518662,são paulo,SP
03124,-23.572840316954267,-46.58872100859834,sao paulo,SP
03161,-23.576825744936226,-46.56330932445609,são paulo,SP
03111,-23.556843080649337,-46.60611136925875,sao paulo,SP
03111,-23.556843080649337,-46.60611136925875,sao paulo,SP
03187,-23.559063789341565,-46.57831975243804,são paulo,SP
03136,-23.58162566833055,-46.57703372745109,sao paulo,SP
03131,-23.580234733827723,-46.582562362340546,sao paulo,SP
03131,-23.580488766576313,-46.583092387875766,sao paulo,SP
03187,-23.559063789341565,-46.57831975243804,sao paulo,SP
03185,-23.563180623925206,-46.582711072162255,sao paulo,SP
03186,-23.567283000000003,-46.582119000000006,sao paulo,SP
03161,-23.576825744936226,-46.56330932445609,sao paulo,SP
03185,-23.562708066333883,-46.58325283236192,sao paulo,SP
03165,-23.555737707744242,-46.597469898695834,sao paulo,SP
03136,-23.576764023313515,-46.57979811587512,sao paulo,SP
03193,-23.573418150152918,-46.57860880613421,sao paulo,SP
03124,-23.57066937534568,-46.59066546626747,sao paulo,SP
03178,-23.552033452168477,-46.58448018867158,sao paulo,SP
03178,-23.55168413488948,-46.58418152983439,são paulo,SP
03194,-23.56788988703906,-46.57394821510183,são paulo,SP
03127,-23.577815378296492,-46.58962128518662,sao paulo,SP
03172,-23.553756948832753,-46.58413421937525,sao paulo,SP
03112,-23.55644193949449,-46.60439080974089,sao paulo,SP
03167,-23.5553036128167,-46.5972096530671,são paulo,SP
03124,-23.572077820705175,-46.59305621065843,sao paulo,SP
03172,-23.55599821060093,-46.581434687411395,são paulo,SP
03172,-23.551163777334185,-46.587225847563836,sao paulo,SP
03186,-23.567283000000003,-46.582119000000006,sao paulo,SP
03191,-23.569905991949913,-46.571764442408664,sao paulo,SP
03134,-23.585166031363595,-46.58431093450283,sao paulo,SP
03186,-23.568208543712856,-46.582590357897146,sao paulo,SP
03131,-23.578456693865775,-46.578564701915866,sao paulo,SP
03124,-23.571832065497173,-46.58969236940969,sao paulo,SP
03193,-23.57618847377229,-46.5742606588955,sao paulo,SP
03161,-23.576825744936226,-46.56330932445609,sao paulo,SP
03210,-23.601764863046306,-46.54785125728302,sao paulo,SP
03270,-23.602162547319526,-46.521245728980276,são paulo,SP
03260,-23.604247314972916,-46.51871816015022,sao paulo,SP
03203,-23.60041880988513,-46.56734000903103,sao paulo,SP
03274,-23.576585709965936,-46.55564304870451,sao paulo,SP
03286,-23.594082820705168,-46.537037365947235,sao paulo,SP
03249,-23.602376430751917,-46.5336945940908,sao paulo,SP
03265,-23.594931167638066,-46.54064177699232,são paulo,SP
03227,-23.593180567314835,-46.56372117138897,sao paulo,SP
03204,-23.59457844962204,-46.562082998615004,sao paulo,SP
03227,-23.5851870180334,-46.57272994157195,sao paulo,SP
03242,-23.59770979961335,-46.543011830976944,sao paulo,SP
03253,-23.60610862308848,-46.53048956771887,sao paulo,SP
03270,-23.602004350539563,-46.52115713281201,sao paulo,SP
03222,-23.584691419931875,-46.56137165306711,são paulo,SP
03220,-23.61317453372953,-46.52313211907776,sao paulo,SP
03282,-23.597310446852084,-46.532831207051736,são paulo,SP
03265,-23.59645443075192,-46.54188637538229,são paulo,SP
03286,-23.589229500000005,-46.535895,sao paulo,SP
03260,-23.60413104923649,-46.519430522424265,sao paulo,SP
03211,-23.600118719400996,-46.55568371065843,sao paulo,SP
03227,-23.58826434693289,-46.570092213428396,são paulo,SP
03222,-23.584691419931875,-46.56137165306711,sao paulo,SP
03249,-23.602180452680468,-46.532624201915866,sao paulo,SP
03222,-23.584691419931875,-46.56137165306711,sao paulo,SP
03220,-23.61317453372953,-46.52313211907776,sao paulo,SP
03204,-23.59457844962204,-46.562082998615004,sao paulo,SP
03271,-23.599795913959273,-46.515765902446724,sao paulo,SP
03237,-23.59158235053957,-46.55216097530148,sao paulo,SP
03271,-23.60044341104508,-46.51620648335158,sao paulo,SP
03275,-23.586458438513542,-46.535291450314546,são paulo,SP
03227,-23.58826434693289,-46.570092213428396,são paulo,SP
03237,-23.5909911895666,-46.55202187898897,sao paulo,SP
03273,-23.575341635581964,-46.55953242630853,são paulo,SP
03242,-23.59497089785911,-46.54570151151252,são paulo,SP
03244,-23.60055376824975,-46.53984151595592,sao paulo,SP
03242,-23.5984739089676,-46.543542836661096,são paulo,SP
03210,-23.596508075840994,-46.55868515827254,sao paulo,SP
03280,-23.58436484263371,-46.53653445100703,sao paulo,SP
03253,-23.61030939078997,-46.53370452178431,sao paulo,SP
03280,-23.58436484263371,-46.53653445100703,sao paulo,SP
03220,-23.61317453372953,-46.52313211907776,sao paulo,SP
03274,-23.577061368861433,-46.55795701748514,sao paulo,SP
03260,-23.60413104923649,-46.519430522424265,sao paulo,SP
03204,-23.595375165222823,-46.55919520505495,sao paulo,SP
03242,-23.59792090242863,-46.54416624749185,sao paulo,SP
03203,-23.60041880988513,-46.56734000903103,sao paulo,SP
03265,-23.595488601996667,-46.54070889439665,são paulo,SP
03227,-23.585579150989634,-46.57135537691152,sao paulo,SP
03286,-23.593560233971957,-46.53679950513589,sao paulo,SP
03273,-23.577243118789312,-46.55985220858095,são paulo,SP
03207,-23.60284995198797,-46.56573546932888,sao paulo,SP
03222,-23.584691419931875,-46.56137165306711,são paulo,SP
03222,-23.584691419931875,-46.56137165306711,sao paulo,SP
03211,-23.600118719400996,-46.55568371065843,sao paulo,SP
03207,-23.599674010271777,-46.56142455314791,sao paulo,SP
03210,-23.597337489035727,-46.56485202844942,sao paulo,SP
03253,-23.605931661117193,-46.53063566833055,são paulo,SP
03275,-23.576705350539573,-46.55345019109582,sao paulo,SP
03270,-23.60098294976627,-46.520428002221706,sao paulo,SP
03271,-23.602092087425707,-46.51851624063706,são paulo,SP
03280,-23.583995088810692,-46.54000103274857,sao paulo,SP
03274,-23.575892433294698,-46.55729384388314,sao paulo,SP
03242,-23.59862679378497,-46.54376996863638,sao paulo,SP
03260,-23.60378975575626,-46.51566376977896,sao paulo,SP
03207,-23.60019228114726,-46.56222790980432,sao paulo,SP
03266,-23.597221986958253,-46.54021269470248,sao paulo,SP
03227,-23.585758575076454,-46.57247398557327,sao paulo,SP
03270,-23.60104203707585,-46.52218462746156,sao paulo,SP
03244,-23.604156806826712,-46.53985139009747,são paulo,SP
03242,-23.59760620038664,-46.54304316902304,sao paulo,SP
03204,-23.594902449622047,-46.56281199861501,são paulo,SP
03270,-23.600313220093486,-46.52192763864038,sao paulo,SP
03203,-23.60103597584975,-46.567127482110834,são paulo,SP
03282,-23.584007734116184,-46.547164874834046,sao paulo,SP
03275,-23.582203669715536,-46.545995231750254,sao paulo,SP
03203,-23.597775,-46.56669150721337,sao paulo,SP
03222,-23.584691419931875,-46.56137165306711,sao paulo,SP
03273,-23.576242358589653,-46.559652868024706,sao paulo,SP
03266,-23.596550706907514,-46.5388999000808,sao paulo,SP
03273,-23.576702521784306,-46.56172209256161,sao paulo,SP
03271,-23.60236884034919,-46.52015147556506,são paulo,SP
03207,-23.6020551135092,-46.56473857452819,sao paulo,SP
03266,-23.59730628781235,-46.537509263806335,sao paulo,SP
03286,-23.592815559813015,-46.53719324770618,sao paulo,SP
03249,-23.599740551762935,-46.53239057369148,sao paulo,SP
03211,-23.599964744936226,-46.55471515237462,sao paulo,SP
03203,-23.60006295920134,-46.56875028518662,sao paulo,SP
03222,-23.584691419931875,-46.56137165306711,sao paulo,SP
03207,-23.59942499694158,-46.561157465173935,são paulo,SP
03265,-23.595039062727206,-46.54152298612152,são paulo,SP
03207,-23.60055418734491,-46.56312405981301,são paulo,SP
03244,-23.599084023313523,-46.53882125673722,sao paulo,SP
03275,-23.57911140575493,-46.552016061605265,sao paulo,SP
03271,-23.60035952619308,-46.519252177203356,sao paulo,SP
03273,-23.5775106924867,-46.561920344447394,sao paulo,SP
03271,-23.600866979958646,-46.51721316611189,sao paulo,SP
03249,-23.59992955176294,-46.532362599226694,sao paulo,SP
03280,-23.58436484263371,-46.53653445100703,sao paulo,SP
03253,-23.60880678934157,-46.53155566971552,sao paulo,SP
03237,-23.59111213988114,-46.55242163488946,sao paulo,SP
03274,-23.579153696635743,-46.55830728934157,são paulo,SP
03203,-23.60006295920134,-46.56875028518662,sao paulo,SP
03244,-23.601416270327213,-46.539666444774596,sao paulo,SP
03270,-23.60210977458303,-46.52048822223588,são paulo,SP
03274,-23.57838283917049,-46.55761680490072,sao paulo,SP
03244,-23.602996581741554,-46.54091590521668,sao paulo,SP
03253,-23.604414527612697,-46.529741986121536,sao paulo,SP
03237,-23.59427747821568,-46.55182049999999,são paulo,SP
03222,-23.584691419931875,-46.56137165306711,são paulo,SP
03266,-23.59832590674591,-46.538466139881145,sao paulo,SP
03253,-23.608633809048413,-46.5316133680247,são paulo,SP
03265,-23.593132760199666,-46.54172328573489,sao paulo,SP
03211,-23.596551000000005,-46.55493197056964,são paulo,SP
03210,-23.596203111575953,-46.55639985498297,são paulo,SP
03286,-23.58992413988114,-46.53535139064573,sao paulo,SP
03286,-23.5912863141843,-46.53384363405275,sao paulo,SP
03280,-23.58350646932889,-46.5363379911132,sao paulo,SP
03270,-23.6007563718144,-46.52217747110238,sao paulo,SP
03260,-23.604247314972916,-46.51871816015022,sao paulo,SP
03211,-23.600118719400996,-46.55568371065843,sao paulo,SP
03266,-23.596223112960928,-46.53777721510183,sao paulo,SP
03220,-23.60878886881487,-46.52366997442193,sao paulo,SP
03237,-23.594912863725536,-46.55116148889148,sao paulo,SP
03274,-23.576585709965936,-46.55564304870451,sao paulo,SP
03286,-23.589229500000005,-46.535895,sao paulo,SP
03266,-23.59901146794391,-46.5354836297536,sao paulo,SP
03275,-23.58449794670785,-46.54019372592185,sao paulo,SP
03260,-23.60413104923649,-46.519430522424265,sao paulo,SP
03204,-23.5953227776848,-46.56013852192853,sao paulo,SP
03227,-23.5851870180334,-46.57272994157195,sao paulo,SP
03249,-23.557032660280477,-46.52470443796529,sao paulo,SP
03211,-23.60062577906978,-46.55500722759531,sao paulo,SP
03282,-23.583520917017683,-46.54808886303305,são paulo,SP
03274,-23.57947940383171,-46.55767421481337,sao paulo,SP
03265,-23.595771363581303,-46.543519476830696,são paulo,SP
03253,-23.608633809048413,-46.5316133680247,sao paulo,SP
03203,-23.60103597584975,-46.567127482110834,sao paulo,SP
03274,-23.57948364723873,-46.557741792399995,sao paulo,SP
03237,-23.594932183738216,-46.552384267557265,sao paulo,SP
03227,-23.586669513734233,-46.571799902995004,sao paulo,SP
03244,-23.60335031695426,-46.54012440758261,sao paulo,SP
03244,-23.60055376824975,-46.53984151595592,sao paulo,SP
03210,-23.595832246465438,-46.55748296142303,são paulo,SP
03237,-23.5909911895666,-46.55202187898897,sao paulo,SP
03260,-23.604247314972916,-46.51871816015022,sao paulo,SP
03220,-23.61317453372953,-46.52313211907776,sao paulo,SP
03270,-23.6011400044434,-46.522254557447084,sao paulo,SP
03253,-23.60494688926077,-46.53019549624907,sao paulo,SP
03266,-23.596724535662776,-46.53933024992788,sao paulo,SP
03220,-23.61317453372953,-46.52313211907776,sao paulo,SP
03260,-23.60422012155928,-46.5188518395753,sao paulo,SP
03210,-23.60146994683258,-46.544873472572746,sao paulo,SP
03280,-23.58436484263371,-46.53653445100703,sao paulo,SP
03242,-23.59813809103239,-46.543284214409326,sao paulo,SP
03203,-23.601111024150246,-46.56710503621104,são paulo,SP
03249,-23.59983466971553,-46.53433572038194,sao paulo,SP
03242,-23.5984739089676,-46.543542836661096,são paulo,SP
03271,-23.600968900080808,-46.5183382363379,sao paulo,SP
03275,-23.58029684263372,-46.55275695100703,são paulo,SP
03237,-23.595301571469772,-46.55179691548847,sao paulo,SP
03280,-23.585045532056085,-46.5375822799065,sao paulo,SP
03282,-23.581489119210083,-46.563119009771924,são paulo,SP
03273,-23.576780419931882,-46.56205190743839,sao paulo,SP
03249,-23.599847933666112,-46.5330214797449,sao paulo,SP
03266,-23.597222416873453,-46.53783776325808,são paulo,SP
03265,-23.594992606440055,-46.542302025535236,sao paulo,SP
03210,-23.59686254232788,-46.555184697616674,sao paulo,SP
03282,-23.592632049685466,-46.53980331502102,sao paulo,SP
03249,-23.603227543712848,-46.533478033585304,sao paulo,SP
03211,-23.600469614490144,-46.55624942714525,sao paulo,SP
03210,-23.601502277829045,-46.54557628642738,são paulo,SP
03271,-23.600112925616035,-46.517867769086465,sao paulo,SP
03244,-23.601411492642406,-46.54163122675859,sao paulo,SP
03220,-23.61317453372953,-46.52313211907776,são paulo,SP
03273,-23.57878841548847,-46.561930575624714,sao paulo,SP
03282,-23.59660587982571,-46.53479675881467,sao paulo,SP
03265,-23.593770670552246,-46.540760191644075,sao paulo,SP
03220,-23.61317453372953,-46.52313211907776,sao paulo,SP
03207,-23.60284995198797,-46.56573546932888,sao paulo,SP
03204,-23.59496855037795,-46.56075280099833,sao paulo,SP
03204,-23.596270784898174,-46.56077993727278,são paulo,SP
03286,-23.59139777185642,-46.535751922009354,sao paulo,SP
03282,-23.586949068555594,-46.54549561143171,sao paulo,SP
03275,-23.584325280599003,-46.54355529892086,são paulo,SP
03273,-23.577463445467107,-46.560238711350905,sao paulo,SP
03207,-23.60190118067981,-46.56188013765942,sao paulo,SP
03280,-23.58436484263371,-46.53653445100703,sao paulo,SP
03204,-23.59785247960066,-46.555571687344894,são paulo,SP
03275,-23.582989550377953,-46.54421447307978,sao paulo,SP
03211,-23.600366507905843,-46.55456285942636,sao paulo,SP
03282,-23.58279840299499,-46.551769071614004,são paulo,SP
03322,-23.549660117981258,-46.57027590146579,sao paulo,SP
03323,-23.544749472387302,-46.57186015127811,sao paulo,SP
03304,-23.54489718096826,-46.57777159631251,sao paulo,SP
03386,-23.580520658895495,-46.52670031057763,sao paulo,SP
03384,-23.578842530671118,-46.52280151387845,sao paulo,SP
03319,-23.543531077442392,-46.555457584511515,sao paulo,SP
03331,-23.545478675515763,-46.58524120407659,são paulo,SP
03377,-23.575449467943912,-46.54265940605341,sao paulo,SP
03378,-23.575139177299555,-46.54103782670819,sao paulo,SP
03319,-23.54605524885285,-46.568108999411095,sao paulo,SP
03360,-23.569969364439523,-46.54630715942037,sao paulo,SP
03360,-23.569390581741562,-46.541709204137554,sao paulo,SP
03349,-23.566296331669445,-46.565762201915845,sao paulo,SP
03322,-23.549467074124163,-46.569257843181965,sao paulo,SP
03323,-23.544749472387302,-46.57186015127811,sao paulo,SP
03322,-23.549660117981258,-46.57027590146579,sao paulo,SP
03317,-23.54075511740434,-46.557585612960935,sao paulo,SP
03308,-23.542023782128204,-46.57453157467242,sao paulo,SP
03361,-23.57455677047144,-46.53041401027178,sao paulo,SP
03308,-23.542214647238737,-46.572820103525885,sao paulo,SP
03331,-23.55159434471118,-46.57918922231519,sao paulo,SP
03331,-23.545478675515763,-46.58524120407659,são paulo,SP
03377,-23.576944316406006,-46.54413163474525,sao paulo,SP
03390,-23.59121352899767,-46.5242805,são paulo,SP
03304,-23.54032140462917,-46.581221111835866,sao paulo,SP
03322,-23.549660117981258,-46.57027590146579,são paulo,SP
03363,-23.56191205384041,-46.53828590951586,sao paulo,SP
03377,-23.574480653067113,-46.543633706215026,são paulo,SP
03384,-23.577677739192335,-46.52299964210473,sao paulo,SP
03334,-23.5540311909334,-46.574736405637125,sao paulo,SP
03386,-23.58178886288882,-46.52769306119799,sao paulo,SP
03386,-23.585339158202995,-46.532419192480795,sao paulo,SP
03390,-23.592482607974226,-46.52392599121014,sao paulo,SP
03319,-23.546541099659386,-46.57073842700101,sao paulo,SP
03361,-23.572372677021313,-46.53537986715096,sao paulo,SP
03323,-23.544873692735983,-46.57278414113684,sao paulo,SP
03360,-23.569390581741562,-46.541709204137554,sao paulo,SP
03317,-23.54075511740434,-46.557585612960935,sao paulo,SP
03361,-23.57455677047144,-46.53041401027178,sao paulo,SP
03384,-23.577677739192335,-46.52299964210473,sao paulo,SP
03313,-23.543977588954913,-46.55873914738295,sao paulo,SP
03323,-23.550258363033045,-46.571120140169604,sao paulo,SP
03331,-23.545478675515763,-46.58524120407659,são paulo,SP
03334,-23.553324807541816,-46.57415658926378,são paulo,SP
03390,-23.592482607974226,-46.52392599121014,sao paulo,SP
03361,-23.57455677047144,-46.53041401027178,sao paulo,SP
03317,-23.54075511740434,-46.557585612960935,sao paulo,SP
03360,-23.569390581741562,-46.541709204137554,sao paulo,SP
03360,-23.57084835137629,-46.5497485932541,são paulo,SP
03319,-23.54605524885285,-46.568108999411095,são paulo,SP
03317,-23.542955499298007,-46.56334464661709,sao paulo,SP
03360,-23.569390581741562,-46.541709204137554,sao paulo,SP
03325,-23.551258426962754,-46.556723303127605,sao paulo,SP
03360,-23.569390581741562,-46.541709204137554,sao paulo,SP
03333,-23.553618779069787,-46.57786389647413,sao paulo,SP
03319,-23.544233946448053,-46.55903661434591,sao paulo,SP
03389,-23.587003875382308,-46.52543981793521,sao paulo,SP
03389,-23.590418521784308,-46.52851561809683,sao paulo,SP
03306,-23.54468951096427,-46.57575084485543,são paulo,SP
03333,-23.55643047625651,-46.57082193934881,sao paulo,SP
03384,-23.578103246216948,-46.5230159409001,sao paulo,SP
03334,-23.5540311909334,-46.574736405637125,sao paulo,SP
03323,-23.547668416873453,-46.57213215944374,são paulo,SP
03390,-23.592657583126535,-46.523935755063775,sao paulo,SP
03306,-23.54205107412417,-46.57564759172488,sao paulo,SP
03348,-23.567415642795332,-46.56064888190318,sao paulo,SP
03322,-23.548359039125224,-46.563877969473104,sao paulo,SP
03361,-23.57455677047144,-46.53041401027178,são paulo,SP
03325,-23.551258426962754,-46.556723303127605,sao paulo,SP
03378,-23.575139177299555,-46.54103782670819,sao paulo,SP
03390,-23.594639429701658,-46.525751627443604,sao paulo,SP
03333,-23.554520088810687,-46.57549342339431,sao paulo,SP
03347,-23.564000116567616,-46.56705074715793,sao paulo,SP
03342,-23.558125610046744,-46.57067849125744,sao paulo,SP
03374,-23.588171149109318,-46.532230202878175,sao paulo,SP
03320,-23.54753292587583,-46.5706883499913,sao paulo,SP
03345,-23.573541453079404,-46.56381940696648,sao paulo,SP
03363,-23.563050757429707,-46.5368568687172,sao paulo,SP
03374,-23.587138152374617,-46.53266885581969,sao paulo,SP
03323,-23.544873692735983,-46.57278414113684,sao paulo,SP
03325,-23.55492150513589,-46.55556911463436,sao paulo,SP
03333,-23.55643047625651,-46.57082193934881,sao paulo,SP
03361,-23.57455677047144,-46.53041401027178,sao paulo,SP
03311,-23.551070542327874,-46.56238955343637,sao paulo,SP
03317,-23.542712948092827,-46.562577857204666,sao paulo,SP
03320,-23.547544081337524,-46.57043561726011,sao paulo,SP
03345,-23.574437644180307,-46.55600339938832,sao paulo,SP
03386,-23.58171408604073,-46.52806343880201,sao paulo,SP
03319,-23.54605524885285,-46.568108999411095,sao paulo,SP
03311,-23.53904331344843,-46.56522364647888,sao paulo,SP
03308,-23.541228030267085,-46.572397365803006,sao paulo,SP
03347,-23.56046048681403,-46.5675876298978,sao paulo,SP
03361,-23.57455677047144,-46.53041401027178,sao paulo,SP
03347,-23.562651887887736,-46.56748154285607,sao paulo,SP
03306,-23.542890853165293,-46.575504963644725,sao paulo,SP
03345,-23.573541453079404,-46.56381940696648,sao paulo,SP
03308,-23.54372283319866,-46.57298752039932,são paulo,SP
03304,-23.54032140462917,-46.581221111835866,sao paulo,SP
03377,-23.576944316406006,-46.54413163474525,sao paulo,SP
03374,-23.587138152374617,-46.53266885581969,sao paulo,SP
03348,-23.565513510127552,-46.566451691788295,sao paulo,SP
03331,-23.545478675515763,-46.58524120407659,são paulo,SP
03345,-23.573541453079404,-46.56381940696648,sao paulo,SP
03360,-23.569390581741562,-46.541709204137554,sao paulo,SP
03331,-23.545478675515763,-46.58524120407659,são paulo,SP
03345,-23.573541453079404,-46.56381940696648,sao paulo,SP
03306,-23.54717689603037,-46.576193306020734,sao paulo,SP
03333,-23.55643047625651,-46.57082193934881,sao paulo,SP
03320,-23.544798747706178,-46.5538203702464,sao paulo,SP
03374,-23.579715051290794,-46.540174944193566,sao paulo,SP
03384,-23.577404898695818,-46.52348914432454,sao paulo,SP
03390,-23.59286652178431,-46.526061997085804,são paulo,SP
03378,-23.57119239262984,-46.54249343160248,sao paulo,SP
03308,-23.541133179583287,-46.57183850652087,sao paulo,SP
03320,-23.547544081337524,-46.57043561726011,são paulo,SP
03348,-23.567037740550983,-46.56422882444969,sao paulo,SP
03342,-23.55628248488078,-46.57484427560734,sao paulo,SP
03331,-23.545478675515763,-46.58524120407659,são paulo,SP
03306,-23.548169399388318,-46.57577252316928,sao paulo,SP
03325,-23.554173027756924,-46.55456022398864,sao paulo,SP
03334,-23.553757776232818,-46.572083539843284,sao paulo,SP
03386,-23.579634939494483,-46.52728233527611,sao paulo,SP
03334,-23.553324807541816,-46.57415658926378,sao paulo,SP
03349,-23.568090008536476,-46.5617966316576,sao paulo,SP
03377,-23.576564346932884,-46.541962293784955,sao paulo,SP
03308,-23.542743352761264,-46.57263340368747,sao paulo,SP
03333,-23.555024088810693,-46.57417386511052,são paulo,SP
03313,-23.543977588954913,-46.55873914738295,são paulo,SP
03348,-23.565181086505266,-46.560840021160296,sao paulo,SP
03317,-23.543805039125225,-46.56802769248079,sao paulo,SP
03325,-23.55544211157595,-46.55511071677526,sao paulo,SP
03386,-23.58374197807145,-46.532834507357585,são paulo,SP
03348,-23.567037740550983,-46.56422882444969,sao paulo,SP
03347,-23.561771607998782,-46.567647699969655,sao paulo,SP
03304,-23.54532097807145,-46.57806400735759,sao paulo,SP
03308,-23.542214647238737,-46.572820103525885,sao paulo,SP
03374,-23.577808159587978,-46.5464959365803,são paulo,SP
03313,-23.545553091869106,-46.55836301249348,são paulo,SP
03304,-23.547306185123205,-46.57840346197129,sao paulo,SP
03313,-23.545553091869106,-46.55836301249348,sao paulo,SP
03342,-23.558830349892787,-46.56940945997114,são paulo,SP
03374,-23.582740431588636,-46.53555371732354,sao paulo,SP
03311,-23.542133091869115,-46.56449201249347,sao paulo,SP
03347,-23.563482578733257,-46.56765715930913,sao paulo,SP
03345,-23.573109142939565,-46.562027364418014,sao paulo,SP
03323,-23.544749472387302,-46.57186015127811,sao paulo,SP
03389,-23.592319994171618,-46.52728349278663,sao paulo,SP
03389,-23.58944147100233,-46.530202248542906,sao paulo,SP
03311,-23.546534940879475,-46.562728473772296,sao paulo,SP
03374,-23.58855072672502,-46.53219758292683,sao paulo,SP
03377,-23.57701795119314,-46.542118953415645,sao paulo,SP
03311,-23.53904331344843,-46.56522364647888,sao paulo,SP
03334,-23.553757776232818,-46.572083539843284,sao paulo,SP
03334,-23.553757776232818,-46.572083539843284,sao paulo,SP
03345,-23.573541453079404,-46.56381940696648,sao paulo,SP
03322,-23.548979776299824,-46.56891035166475,sao paulo,SP
03389,-23.591915999999998,-46.52722403996195,sao paulo,SP
03325,-23.5519774679439,-46.555813645017025,sao paulo,SP
03333,-23.55643047625651,-46.57082193934881,sao paulo,SP
03345,-23.573541453079404,-46.56381940696648,sao paulo,SP
03349,-23.565906565641395,-46.56026435997462,sao paulo,SP
03348,-23.566690298920868,-46.56242583680534,sao paulo,SP
03304,-23.543924665928092,-46.57810261852007,sao paulo,SP
03306,-23.54468951096427,-46.57575084485543,sao paulo,SP
03348,-23.56764332445609,-46.56031516916726,sao paulo,SP
03322,-23.549660117981258,-46.57027590146579,sao paulo,SP
03363,-23.56191205384041,-46.53828590951586,sao paulo,SP
03349,-23.567974205545056,-46.561318251101724,sao paulo,SP
03378,-23.570990831749068,-46.54352480659276,sao paulo,SP
03361,-23.5721267082925,-46.53569833083274,sao paulo,SP
03320,-23.54753292587583,-46.5706883499913,sao paulo,SP
03331,-23.55159434471118,-46.57918922231519,sao paulo,SP
03320,-23.54753292587583,-46.5706883499913,sao paulo,SP
03319,-23.542238933666113,-46.549138473772274,sao paulo,SP
03325,-23.551258426962754,-46.556723303127605,sao paulo,SP
03311,-23.546534940879475,-46.562728473772296,sao paulo,SP
03363,-23.56191205384041,-46.53828590951586,são paulo,SP
03363,-23.56191205384041,-46.53828590951586,sao paulo,SP
03313,-23.549512179583278,-46.55631775506376,sao paulo,SP
03325,-23.55196894976627,-46.559483056350565,sao paulo,SP
03363,-23.56191205384041,-46.53828590951586,são paulo,SP
03311,-23.55200062426421,-46.56330422497373,sao paulo,SP
03349,-23.567486424366464,-46.56096777135794,são paulo,SP
03363,-23.562102225456538,-46.54157321761082,sao paulo,SP
03349,-23.567974205545056,-46.561318251101724,são paulo,SP
03323,-23.549132388568275,-46.57187118402668,sao paulo,SP
03374,-23.581638734095023,-46.53743592332731,são paulo,SP
03386,-23.584869582350223,-46.53133017937159,sao paulo,SP
03320,-23.547544081337524,-46.57043561726011,são paulo,SP
03347,-23.56046048681403,-46.5675876298978,sao paulo,SP
03384,-23.578684558298797,-46.5221649261128,sao paulo,SP
03320,-23.546337024698495,-46.564527583126534,são paulo,SP
03384,-23.578684558298797,-46.5221649261128,sao paulo,SP
03378,-23.570411814876792,-46.54356847960065,sao paulo,SP
03333,-23.55643047625651,-46.57082193934881,sao paulo,SP
03377,-23.57346107576895,-46.543584771856416,sao paulo,SP
03342,-23.558830349892787,-46.56940945997114,sao paulo,SP
03304,-23.543453430751924,-46.57749471342838,sao paulo,SP
03390,-23.592482607974226,-46.52392599121014,sao paulo,SP
03313,-23.543977588954913,-46.55873914738295,são paulo,SP
03349,-23.569283608661756,-46.56165197307978,sao paulo,SP
03378,-23.572246499999995,-46.53734850000001,sao paulo,SP
03389,-23.59044241993188,-46.52804099125743,são paulo,SP
03377,-23.57283810574757,-46.54942079516994,sao paulo,SP
03342,-23.558830349892787,-46.56940945997114,sao paulo,SP
03306,-23.544522280568376,-46.574636188168725,sao paulo,SP
03384,-23.578684558298797,-46.5221649261128,sao paulo,SP
03347,-23.563918058283807,-46.56755165612553,sao paulo,SP
03348,-23.565931459345563,-46.564063333891134,sao paulo,SP
03342,-23.5615966758022,-46.56337316381181,sao paulo,SP
03347,-23.56103221256904,-46.568907877773846,sao paulo,SP
03378,-23.571039949766266,-46.543561994719866,são paulo,SP
03349,-23.567974205545056,-46.561318251101724,sao paulo,SP
03308,-23.54372283319866,-46.57298752039932,são paulo,SP
03363,-23.561218645565294,-46.53744995697963,são paulo,SP
03317,-23.54075511740434,-46.557585612960935,são paulo,SP
03304,-23.543453430751924,-46.57749471342838,sao paulo,SP
03334,-23.553324807541816,-46.57415658926378,sao paulo,SP
03389,-23.590326572854753,-46.52701261809682,sao paulo,SP
03390,-23.592306489035725,-46.52536016472388,sao paulo,SP
03342,-23.558830349892787,-46.56940945997114,sao paulo,SP
03322,-23.548359039125224,-46.563877969473104,sao paulo,SP
